,Location,Price,Name,Date,Feature0,Feature1,Feature3,Feature2
495,"Dốc 532, Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 12 m2,Cho thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 1 đ,Tình trạng nội thất: Nội thất đầy đủ
496,"Hoàng khánh an, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 25 m2","Cho thuê phòng trọ Liên Chiểu, đà nẵng",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,,
497,"Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,6 triệu/tháng- 30 m2","Phòng trọ 30m2 đường Tôn Đản, Cẩm Lệ, Đà Nẵng",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
498,"Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,4 triệu/tháng- 30 m2",Phòng 30m,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
499,"Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng","2,5 triệu/tháng- 20 m2","Phòng trọ Quy Chuẩn gần ĐH Kiến trúc, Đông Á",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
500,"519, Lê Văn Hiến, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","2,5 triệu/tháng- 22 m2",chính chủ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 2.500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
501,"37, Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng- 40 m2,Cho thuê phòng trọ giá rẻ tại quận Cẩm Lệ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 40 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nội thất đầy đủ
502,"Thanh Huy 1, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng",1 triệu/tháng- 30 m2,Cho thuê trọ giá rẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
503,"Đường Lê Văn Thủ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,7 triệu/tháng- 20 m2",Cho thuê phòng trọ đường lê văn thủ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 300.000 đ,Tình trạng nội thất: Nhà trống
504,"640/33, Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 12 m2,Phòng trọ Hải châu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,,
505,"349, Lê Văn Hiến, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 20 m2",Phòng trọ 20m2 đường lê văn hiến - q. ngũ hành sơn,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
506,"25, khái đông 3, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","1,6 triệu/tháng- 16 m2",cho thuê phòng trọ 16m2,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.000.000 đ,
507,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","2,05 tỷ/tháng- 102 m2",Dãy trọ 102m² kiệt oto 5m thông tứ hướng .,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 102 m²,Số tiền cọc: 100.000 đ,
508,"Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng",800.000 đ/tháng- 10 m2,Phòng trọ Hoà Thọ Tây. sạch sẽ. giá rẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 10 m²,Số tiền cọc: 50.000 đ,Tình trạng nội thất: Nội thất đầy đủ
509,"86, Đà Sơn, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,3 triệu/tháng- 20 m2","Phòng trọ mới đường Đà Sơn, Hoàng Văn Thái",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
510,"25, Lương Trúc Đam, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,6 triệu/tháng- 18 m2",Phòng còn trống càn cho thuê,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
511,"Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 50 m2",cho thuê phòng trọ sinh viên,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 50 m²,,Tình trạng nội thất: Nhà trống
512,"Bùi Huy Bích, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",4 triệu/tháng- 80 m2,CHO THUÊ NHÀ TRỌ PHÙ HỢP GIA ĐÌNH,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 80 m²,,
513,"Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 20 m2",Phòng trọ mặt tiền Trần Cao Vân,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 2.500.000 đ,Tình trạng nội thất: Nhà trống
514,"Trần Phú, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 13 m2",Phòng trọ ngay trung tâm Hải châu gần cầu rồng,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 13 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
515,"Nghiêm Xuân Yêm, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng- 50 m2,cho thuê căn hộ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 50 m²,Số tiền cọc: 4.000.000 đ,
516,"93, Đường Ấp Bắc, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng",1 triệu/tháng- 20 m2,PHÒNG TRỌ HOÀ HẢI BÌNH DÂN,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
517,"Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 30 m2",PHÒNG TRỌ TẠI HOÀ KHÁNH GIÁ RẺ MỚI XÂY,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
518,"Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng","2,6 triệu/tháng- 30 m2","Cho thuê phòng ngay chân Cầu Rồng, Hải Châu",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 2.600.000 đ,Tình trạng nội thất: Nội thất đầy đủ
519,"Phần Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng","3,1 triệu/tháng- 22 m2",Phòng trọ trung tâm tp,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 22 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
520,"Phùng Hưng, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 30 m2",Phòng trọ đường lớn mới sạch sẽ rộng thoáng mát,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
521,"Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 25 m2",Phòng trọ Quận Thanh Khê 25m²,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
522,"Đường Hoàng Sa, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",2 triệu/tháng- 25 m2,Cho thuê trọ rẻ Mân Thái - Sơn Trà,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 2.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
523,"Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng","3,5 triệu/tháng- 30 m2",Cho thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nội thất đầy đủ
524,"K317/46, Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 25 m2",cho thuê nhà trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,,
525,"Hòa Liên 5, Xã Hòa Liên, Huyện Hòa Vang, Đà Nẵng","1,35 tỷ/tháng- 100 m2","Dãy trọ 100m² . Thông Hòa liên⁵ giâ chỉ 1,350",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 100 m²,Số tiền cọc: 50.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
526,"Lê Duy Đình, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng","3,5 triệu/tháng- 25 m2",CHO THUÊ CĂN HỘ MINI -NGAY GẦN CÔNG VIÊN 29-03,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 3.500.000 đ,
527,"Mỹ An 19, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 22 m2","Phòng trọ 22 m2, đường mỹ an 19",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 22 m²,,
528,"Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng","1,4 triệu/tháng- 18 m2",Phòng trọ 343 Tôn Đản,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 18 m²,Số tiền cọc: 500.000 đ,
529,"K266 H14/19, Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","1,4 triệu/tháng- 16 m2",Phòng trọ giá rẻ ngã tư Hoàng Diệu-Nguyễn Văn Linh,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 1.400.000 đ,
530,"Thanh lương 29, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 30 m2,Phòng trọ mới xây. thoáng mát. sạch sẽ,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
531,"Ngô Sĩ Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","6,1 tỷ/tháng- 306 m2",cần bán đất tặng dãy trọ đang kinh doanh tốt,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 306 m²,,
532,"Quang Thành 2, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,2 triệu/tháng- 15 m2",Dư phong trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1 đ,Tình trạng nội thất: Nhà trống
533,"Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng- 120 m2,Phòng trên đất 2 mặt tiền,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 120 m²,Số tiền cọc: 4.000.000 đ,Tình trạng nội thất: Nhà trống
534,"107, Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 16 m2","cho thuê phòng trọ mới , thoáng mát",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,,Tình trạng nội thất: Nội thất đầy đủ
535,"Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Phòng trọ trung tâm Quận Hải Châu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 200.000 đ,Tình trạng nội thất: Nhà trống
536,"Nguyễn công trứ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng","4,3 triệu/tháng- 30 m2",Còn 2 phòng trọ dt 30m2 ở k231/3 nguyễn công trứ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,
537,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",800.000 đ/tháng- 16 m2,Phòng trọ giá rẻ khu CN Hòa Khánh,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 16 m²,Số tiền cọc: 200.000 đ,
538,"52 Hà Văn Tính, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","2,8 triệu/tháng- 35 m2",Phòng trọ mới xây Hà Văn Tính- Đà Nẵng- Rẻ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 35 m²,Số tiền cọc: 2.800.000 đ,Tình trạng nội thất: Nội thất đầy đủ
539,"Nguyễn Mậu Tài, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",2 triệu/tháng- 25 m2,Phòng mới giá rẻ đầy đủ nội thất Hoà Xuân Cẩm Lệ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
540,"Đường Hà Văn Tính, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",3 triệu/tháng- 30 m2,Phòng trọ Quận Liên Chiểu 30m²,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 3.000.000 đ,Tình trạng nội thất: Nhà trống
541,"K256/H49/9, Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 19.5 m2,"Phòng trọ Âu Cơ bình dân, giá rẻ",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 19.5 m²,,Tình trạng nội thất: Nội thất đầy đủ
542,"Dt605, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",1 triệu/tháng- 30 m2,Trọ hoà tiến,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
543,"k107, Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng","1,3 triệu/tháng- 15 m2",cho thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,,Tình trạng nội thất: Nội thất đầy đủ
544,"hoà bình, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng",2 triệu/tháng- 30 m2,phòng ở tiện ích,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
545,"31, Đoàn Phú Tứ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",900.000 đ/tháng- 30 m2,Cho thuê phòng trọ - Hoà Khánh - Liên Chiểu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
546,"K664/09, Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",1 triệu/tháng- 25 m2,"CHO THUÊ PHÒNG TRỌ ĐẢM BẢO AN NINH, GIÁ RẺ",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 50.000 đ,
547,"Lê Đình Lý, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng","2,5 triệu/tháng- 25 m2",Thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 500.000 đ,Tình trạng nội thất: Nhà trống
548,"K21/20, Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",800.000 đ/tháng- 11 m2,Phòng trọ cho nữ giá tốt,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 11 m²,,
549,"Thanh Tịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,9 triệu/tháng- 45 m2",Còn 2 phòng trọ dtich sdung 45m2 ngay bến xe trtam,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 45 m²,,Tình trạng nội thất: Nhà trống
550,"45/62, K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 20 m2",Phòng trọ sau lưng bệnh viện 600 giường,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
551,"K654/26, Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 12 m2,Phòng trọ Hải Châu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,,
552,"Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng","1,8 triệu/tháng- 25 m2","Phòng trọ không chung chủ. Sạch sẽ, thoáng mát.",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,,Tình trạng nội thất: Nhà trống
553,"206 Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng","2,4 triệu/tháng- 20 m2",cho thuê phòng trọ có nội thất Lý Tự Trọng,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
554,"Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","5,7 tỷ/tháng- 117 m2","Bán gắp nhà trọ Liên Chiểu, 11 phòng đang cho thuê",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 117 m²,,
555,"Thanh Lương 29, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",3 triệu/tháng- 30 m2,Cho thuê 01 phòng mặt tiền và 02 phòng bên hông,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,Tình trạng nội thất: Nhà trống
556,"Đường Lưu Đình Chất, Phường Hoà Hải, Quận Ngũ Hành Sơn, Đà Nẵng","3,23 tỷ/tháng- 90 m2","Bán nhà trọ đường Lưu Đình Chất, khu Đông Trà",Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 90 m²,,
557,"08, Đường Đào Trí, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,5 triệu/tháng- 15 m2",Cho thuê phòng trọ hải châu,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 1.000.000 đ,
558,"Mai Am, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","1,6 triệu/tháng- 20 m2",cho thuê phòng đầy đủ tiện nghi đường Mai am,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nội thất đầy đủ
559,"Bàu Vàng 2, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","1,4 triệu/tháng- 20 m2",phòng trọ nhà nghỉ giá rẻ sạch sẽ an ninh,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
560,"Đặng Văn Bá, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,4 triệu/tháng- 15 m2","Phòng trọ gác lửng 15m2, Đặng Văn Bá, Hòa Qúy, NHS",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 15 m²,Số tiền cọc: 500.000 đ,
561,"73, Nguyễn khả trạc, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 30 m2",Cho thuê phòng trọ mới xây,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 30 m²,,
562,"Hòa Nam 2, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","1,5 triệu/tháng- 20 m2",CÒN TRỐNG 2 PHÒNG TRỌ KHU VỰC BẾN XE,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 700.000 đ,Tình trạng nội thất: Nhà trống
563,"Kiet 51, Binh ky, Phường Hoà Quý, Quận Ngũ Hành Sơn, Đà Nẵng","1,2 triệu/tháng- 25 m2","Phòng trọ 25m2 duong binh ky, hoa qui",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 25 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
564,"K523/22 Cách Mạng Tháng Tám, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",900.000 đ/tháng- 20 m2,cho thuê phòng trọ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,Tình trạng nội thất: Nhà trống
565,"Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng","1,8 triệu/tháng- 20 m2","Phòng trọ khu trung tâm gần Helio, Lotte Mart",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.800.000 đ,
566,"Đường Thanh Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 12 m2,Phòng trọ xinh xắn cách chợ Đống Đa 5’ đi bộ,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 12 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nội thất đầy đủ
567,"Lê Văn Đức, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng",2 triệu/tháng- 22 m2,Phòng trọ Quận Hải Châu 22m²,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 22 m²,,Tình trạng nội thất: Nhà trống
568,"Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng","1,5 triệu/tháng- 20 m2",Phòng trọ gác lửng sạch sẽ đường Diệp Minh Châu,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.500.000 đ,
569,"78, An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng","1,5 triệu/tháng- 20 m2","Cho thuê phòng trọ 78 An Dương Vương, Đà Nẵng",Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,Số tiền cọc: 1.000.000 đ,Tình trạng nội thất: Nhà trống
570,"Hoà Mỹ 1, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng","5,5 triệu/tháng- 100 m2",CHO THUÊ KHO MT HOÀ MỸ 1. 100m2,Tin môi giới đăng 1 tháng trước,Cho thuê,Diện tích: 100 m²,,
571,"Lo11 blok b2_26, Đường Nguyễn Tất Thành Nối Dài, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",1 triệu/tháng- 20 m2,Phòng trọ giá rẻ nguỹên tất thành nới dài sát KCN,Tin cá nhân đăng 1 tháng trước,Cho thuê,Diện tích: 20 m²,,
